dataset,method,mean_f1,mean_auroc,mean_auprc,mean_f1_macro,min_f1,f1_noise0,f1_noise50,robustness_retention,mean_context_reduction,mean_token_reduction,mean_selected_logs,mean_selected_tokens,mean_poison_selected_rate,mean_poison_event_selection_rate,mean_attack_success_rate,mean_latency_per_context_ms,total_eval_seconds,rank_in_dataset
BGL,Embedding Similarity Selection,0.9090909090909091,0.8385416666666667,0.8603801169590644,0.9468531468531469,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,0.717948717948718,0.7226528632599215,3.0,168.10526315789474,0.3333333333333333,1.0,0.02631578947368421,6.1336947370651425,0.4661608000169508,1.0
BGL,Full Context,0.8545454545454545,0.9583333333333334,0.9081996434937611,0.9158508158508158,0.8,0.9090909090909091,0.8,0.8800000000000001,0.0,0.0,11.0,626.171052631579,0.09401709401709402,1.0,0.039473684210526314,0.8617736840326535,0.06549479998648167,2.0
BGL,TeleMin-RAG,0.8545454545454545,0.8567708333333334,0.8632440476190476,0.9158508158508158,0.8,0.9090909090909091,0.8,0.8800000000000001,0.8030814215024741,0.7938568188091075,2.0394736842105265,119.90789473684211,0.0,0.0,0.039473684210526314,11.392101315370958,0.8657996999681927,2.0
BGL,Random-k Selection,0.8181818181818181,0.9713541666666667,0.9242063492063491,0.8937062937062937,0.7272727272727273,0.9090909090909091,0.7272727272727273,0.8,0.717948717948718,0.7148938301186638,3.0,172.78947368421052,0.07894736842105263,0.2368421052631579,0.05263157894736842,0.4247368419064993,0.03227999998489395,4.0
BGL,Ollama LLM few-shot TeleMin-selected context (gpt-oss:20b-cloud),0.717948717948718,0.8697916666666667,0.7107372598162073,0.8265777937909086,0.6666666666666666,0.6666666666666666,0.7692307692307693,1.153846153846154,0.8030814215024741,0.7938568188091075,2.0394736842105265,119.90789473684211,0.0,0.0,0.10526315789473684,753.2572631584786,57.24755200004438,5.0
BGL,TF-IDF/BM25 Selection,0.6727272727272727,0.9661458333333333,0.8847402597402597,0.8095571095571096,0.5454545454545454,0.8,0.5454545454545454,0.6818181818181818,0.717948717948718,0.6966440999742781,3.0,185.34210526315792,0.21929824561403508,0.6578947368421053,0.09210526315789473,0.8954144746224444,0.06805150007130578,6.0
BGL,SHAP-based Selection,0.65,0.7916666666666667,0.7675024486503614,0.8027183600713013,0.5,0.8,0.5,0.625,0.717948717948718,0.734006122354975,3.0,159.15789473684208,0.017543859649122806,0.05263157894736842,0.07894736842105263,1.3737934204982594,0.10440829995786771,7.0
BGL,Mutual Information Feature Selection,0.5833333333333333,0.9244791666666667,0.8423127798127797,0.7657667544629791,0.5,0.6666666666666666,0.5,0.75,0.717948717948718,0.7243659442764296,3.0,165.14473684210526,0.0043859649122807015,0.013157894736842105,0.09210526315789473,0.9995434214177199,0.07596530002774671,8.0
BGL,Ollama LLM few-shot Full Context (gpt-oss:20b-cloud),0.2792207792207792,0.45833333333333337,0.17611765856188055,0.28544372294372294,0.2727272727272727,0.2727272727272727,0.2857142857142857,1.0476190476190477,0.0,0.0,11.0,626.171052631579,0.09401709401709402,1.0,0.6842105263157894,1177.7278578948951,89.50731720001204,9.0
BGL,Ollama LLM few-shot BM25-selected context (gpt-oss:20b-cloud),0.27893738140417457,0.39843749999999994,0.15374979838989128,0.3680401192735159,0.23529411764705882,0.23529411764705882,0.3225806451612903,1.3709677419354838,0.717948717948718,0.6966440999742781,3.0,185.34210526315792,0.21929824561403508,0.6578947368421053,0.618421052631579,1135.6306552632686,86.30792980000842,10.0
BGL,Ollama LLM zero-shot Full Context (gpt-oss:20b-cloud),0.1952264381884945,0.203125,0.11426119524097586,0.13708690330477355,0.15789473684210525,0.23255813953488372,0.15789473684210525,0.6789473684210526,0.0,0.0,11.0,626.171052631579,0.09401709401709402,1.0,0.8552631578947368,712.8206552634334,54.17436980002094,11.0
