dataset,method,noise_level,poison_rate,poison_strategy,seed,eval_seconds,latency_per_context_ms,accuracy,precision,recall,f1,f1_macro,auroc,auroc_oriented,auprc,brier,ece,attack_success_rate,avg_selected_logs,sum_selected_logs,avg_selected_noise,sum_selected_noise,avg_selected_poison,sum_selected_poison,avg_selected_tokens,sum_selected_tokens,avg_selected_poison_tokens,sum_selected_poison_tokens,avg_total_logs,sum_total_logs,avg_total_noise,sum_total_noise,avg_total_poison,sum_total_poison,avg_total_tokens,sum_total_tokens,avg_total_poison_tokens,sum_total_poison_tokens,noise_selected_rate,poison_selected_rate,poison_event_selection_rate,noise_event_selection_rate,context_reduction,token_reduction,poison_token_selected_rate,selector_fit_seconds,train_avg_selected_logs,used_shap,telemin_stop_threshold,telemin_min_k,telemin_max_k,telemin_use_poison_penalty,telemin_use_stability,telemin_use_rarity,telemin_use_semantic,telemin_use_redundancy,telemin_adaptive_k,relative_f1,f1_drop_from_noise0
UNSW_NB15,Full Context,0.0,0.1,instruction,13,0.11180349998176098,1.4907133330901463,0.9333333333333333,0.9122807017543859,1.0,0.9541284403669725,0.9160886104273886,0.9882943143812709,0.9882943143812709,0.9948377199556974,0.06985801971433127,0.1668500896974586,0.06666666666666667,9.0,675.0,0.0,0.0,1.0,75.0,750.68,56301.0,53.77333333333333,4033.0,9.0,675.0,0.0,0.0,1.0,75.0,750.68,56301.0,53.77333333333333,4033.0,0.0,0.1111111111111111,1.0,0.0,0.0,0.0,0.0716328306779631,2.6999623514711857e-06,8.0,,,,,,,,,,,1.0,0.0
UNSW_NB15,Full Context,0.1,0.1,instruction,13,0.15876770002068952,2.116902666942527,0.92,0.9423076923076923,0.9423076923076923,0.9423076923076923,0.9059364548494984,0.9916387959866221,0.9916387959866221,0.9964095233906555,0.09679250179069038,0.23084077603874784,0.08,10.0,750.0,1.0,75.0,1.0,75.0,836.9866666666667,62774.0,53.0,3975.0,10.0,750.0,1.0,75.0,1.0,75.0,836.9866666666667,62774.0,53.0,3975.0,0.1,0.1,1.0,1.0,0.0,0.0,0.06332239462197725,2.6999623514711857e-06,8.0,,,,,,,,,,,0.987610946745562,0.01182074805928024
UNSW_NB15,Full Context,0.2,0.1,instruction,13,0.1589908999740146,2.119878666320195,0.8666666666666667,0.9772727272727273,0.8269230769230769,0.8958333333333334,0.8553240740740741,0.9774247491638797,0.9774247491638797,0.9892233153422066,0.12864560003029044,0.27544039627627126,0.13333333333333333,11.0,825.0,2.0,150.0,1.0,75.0,924.4133333333333,69331.0,53.24,3993.0,11.0,825.0,2.0,150.0,1.0,75.0,924.4133333333333,69331.0,53.24,3993.0,0.18181818181818182,0.09090909090909091,1.0,1.0,0.0,0.0,0.05759328438937849,2.6999623514711857e-06,8.0,,,,,,,,,,,0.9389022435897436,0.05829510703363916
UNSW_NB15,Full Context,0.3,0.1,instruction,13,0.13978929998120293,1.8638573330827057,0.84,0.9761904761904762,0.7884615384615384,0.8723404255319149,0.8290273556231003,0.9749163879598662,0.9749163879598662,0.9884299201597987,0.1262963369745025,0.27686366480529206,0.16,11.0,825.0,2.0,150.0,1.0,75.0,924.7333333333333,69355.0,53.53333333333333,4015.0,11.0,825.0,2.0,150.0,1.0,75.0,924.7333333333333,69355.0,53.53333333333333,4015.0,0.18181818181818182,0.09090909090909091,1.0,1.0,0.0,0.0,0.05789056304520222,2.6999623514711857e-06,8.0,,,,,,,,,,,0.9142798690671031,0.0817880148350576
UNSW_NB15,Full Context,0.4,0.1,instruction,13,0.15367870003683493,2.0490493338244655,0.7333333333333333,1.0,0.6153846153846154,0.7619047619047619,0.7294372294372294,0.9816053511705686,0.9816053511705686,0.9910500509741382,0.15967053307970752,0.3262491418928851,0.26666666666666666,12.0,900.0,3.0,225.0,1.0,75.0,1010.6933333333334,75802.0,52.413333333333334,3931.0,12.0,900.0,3.0,225.0,1.0,75.0,1010.6933333333334,75802.0,52.413333333333334,3931.0,0.25,0.08333333333333333,1.0,1.0,0.0,0.0,0.05185879000554075,2.6999623514711857e-06,8.0,,,,,,,,,,,0.7985347985347985,0.19222367846221067
UNSW_NB15,Full Context,0.5,0.1,instruction,13,0.22468769998522475,2.995835999802997,0.6933333333333334,1.0,0.5576923076923077,0.7160493827160493,0.691358024691358,0.9506688963210702,0.9506688963210702,0.9750204686024461,0.19201406660111592,0.3591037498071232,0.30666666666666664,13.0,975.0,4.0,300.0,1.0,75.0,1100.2,82515.0,54.68,4101.0,13.0,975.0,4.0,300.0,1.0,75.0,1100.2,82515.0,54.68,4101.0,0.3076923076923077,0.07692307692307693,1.0,1.0,0.0,0.0,0.049700054535538996,2.6999623514711857e-06,8.0,,,,,,,,,,,0.750474833808167,0.2380790576509232
UNSW_NB15,Random-k Selection,0.0,0.1,instruction,13,0.06246479996480048,0.832863999530673,0.9333333333333333,0.9272727272727272,0.9807692307692307,0.9532710280373832,0.9184959791349707,0.9732441471571907,0.9732441471571907,0.9881431009181908,0.08811116087558961,0.18950799066040427,0.06666666666666667,3.0,225.0,0.0,0.0,0.37333333333333335,28.0,248.65333333333334,18649.0,19.893333333333334,1492.0,9.0,675.0,0.0,0.0,1.0,75.0,750.68,56301.0,53.77333333333333,4033.0,0.0,0.12444444444444444,0.37333333333333335,0.0,0.6666666666666667,0.6687625441821637,0.08000428977425063,7.00005330145359e-07,3.0,,,,,,,,,,,1.0,0.0
UNSW_NB15,Random-k Selection,0.1,0.1,instruction,13,0.07520259998273104,1.0027013331030805,0.88,0.9387755102040817,0.8846153846153846,0.9108910891089109,0.8636088098605779,0.9515050167224081,0.9515050167224081,0.9762070187725911,0.1212114216152037,0.22376186391367656,0.12,3.0,225.0,0.26666666666666666,20.0,0.28,21.0,252.36,18927.0,15.373333333333333,1153.0,10.0,750.0,1.0,75.0,1.0,75.0,836.9866666666667,62774.0,53.0,3975.0,0.08888888888888889,0.09333333333333334,0.28,0.26666666666666666,0.7,0.698489820626374,0.06091826491255878,7.00005330145359e-07,3.0,,,,,,,,,,,0.9555426130848379,0.04237993892847225
UNSW_NB15,Random-k Selection,0.2,0.1,instruction,13,0.06636240001535043,0.8848320002046725,0.8266666666666667,0.975609756097561,0.7692307692307693,0.8602150537634409,0.8160724391624221,0.93561872909699,0.93561872909699,0.9653814000335177,0.15027984877566208,0.22770675124224846,0.17333333333333334,3.0,225.0,0.64,48.0,0.26666666666666666,20.0,252.06666666666666,18905.0,14.026666666666667,1052.0,11.0,825.0,2.0,150.0,1.0,75.0,924.4133333333333,69331.0,53.24,3993.0,0.21333333333333335,0.08888888888888889,0.26666666666666666,0.32,0.7272727272727273,0.7273225541244177,0.055646654324252844,7.00005330145359e-07,3.0,,,,,,,,,,,0.902382458359688,0.0930559742739423
UNSW_NB15,Random-k Selection,0.3,0.1,instruction,13,0.07977870001923293,1.063716000256439,0.8133333333333334,0.9523809523809523,0.7692307692307693,0.851063829787234,0.800531914893617,0.9506688963210702,0.9506688963210702,0.9725690592343859,0.14126354115185716,0.22606046979022168,0.18666666666666668,3.0,225.0,0.6133333333333333,46.0,0.26666666666666666,20.0,252.17333333333335,18913.0,14.106666666666667,1058.0,11.0,825.0,2.0,150.0,1.0,75.0,924.7333333333333,69355.0,53.53333333333333,4015.0,0.20444444444444446,0.08888888888888889,0.26666666666666666,0.30666666666666664,0.7272727272727273,0.7273015644149665,0.05594035848358272,7.00005330145359e-07,3.0,,,,,,,,,,,0.8927826449728827,0.10220719825014912
UNSW_NB15,Random-k Selection,0.4,0.1,instruction,13,0.06365720002213493,0.848762666961799,0.7733333333333333,0.972972972972973,0.6923076923076923,0.8089887640449438,0.76515011972739,0.9297658862876254,0.9297658862876254,0.9636777556463856,0.16139669602283163,0.28934329188683705,0.22666666666666666,3.0,225.0,0.8266666666666667,62.0,0.24,18.0,253.16,18987.0,12.613333333333333,946.0,12.0,900.0,3.0,225.0,1.0,75.0,1010.6933333333334,75802.0,52.413333333333334,3931.0,0.27555555555555555,0.08,0.24,0.27555555555555555,0.75,0.749518482361943,0.0498235634908095,7.00005330145359e-07,3.0,,,,,,,,,,,0.8486450760079313,0.14428226399243937
UNSW_NB15,Random-k Selection,0.5,0.1,instruction,13,0.060309700027573854,0.8041293337009847,0.64,0.8787878787878788,0.5576923076923077,0.6823529411764706,0.6334841628959276,0.8578595317725752,0.8578595317725752,0.9193152861438917,0.18998799109835468,0.2631173183002789,0.36,3.0,225.0,0.9466666666666667,71.0,0.22666666666666666,17.0,254.28,19071.0,12.573333333333334,943.0,13.0,975.0,4.0,300.0,1.0,75.0,1100.2,82515.0,54.68,4101.0,0.31555555555555553,0.07555555555555556,0.22666666666666666,0.23666666666666666,0.7692307692307692,0.7688783857480458,0.04944680404803104,7.00005330145359e-07,3.0,,,,,,,,,,,0.7158016147635525,0.27091808686091257
UNSW_NB15,TF-IDF/BM25 Selection,0.0,0.1,instruction,13,0.10094730003038421,1.3459640004051228,0.92,0.9259259259259259,0.9615384615384616,0.9433962264150944,0.9035162950257289,0.9924749163879599,0.9924749163879599,0.9969144890197523,0.06176227862283915,0.20651301442805164,0.08,3.0,225.0,0.0,0.0,0.44,33.0,245.64,18423.0,22.6,1695.0,9.0,675.0,0.0,0.0,1.0,75.0,750.68,56301.0,53.77333333333333,4033.0,0.0,0.14666666666666667,0.44,0.0,0.6666666666666667,0.6727766824745565,0.09200455951799381,0.08159549999982119,3.0,,,,,,,,,,,1.0,0.0
UNSW_NB15,TF-IDF/BM25 Selection,0.1,0.1,instruction,13,0.10075119999237359,1.3433493332316477,0.84,1.0,0.7692307692307693,0.8695652173913043,0.8313343328335832,0.9933110367892977,0.9933110367892977,0.9969539665048389,0.1211208385751678,0.28598506184443945,0.16,3.0,225.0,0.5333333333333333,40.0,0.48,36.0,244.12,18309.0,24.48,1836.0,10.0,750.0,1.0,75.0,1.0,75.0,836.9866666666667,62774.0,53.0,3975.0,0.17777777777777778,0.16,0.48,0.5333333333333333,0.7,0.7083346608468475,0.10027855153203342,0.08159549999982119,3.0,,,,,,,,,,,0.9217391304347826,0.07383100902379003
UNSW_NB15,TF-IDF/BM25 Selection,0.2,0.1,instruction,13,0.2356722999829799,3.1422973331063986,0.6666666666666666,0.9655172413793104,0.5384615384615384,0.691358024691358,0.6645195920558239,0.9314381270903009,0.9314381270903009,0.9662860344871188,0.18587963967815285,0.2924092669484291,0.3333333333333333,3.0,225.0,1.08,81.0,0.4533333333333333,34.0,244.44,18333.0,22.533333333333335,1690.0,11.0,825.0,2.0,150.0,1.0,75.0,924.4133333333333,69331.0,53.24,3993.0,0.36,0.1511111111111111,0.4533333333333333,0.54,0.7272727272727273,0.7355728317779926,0.09218349424534991,0.08159549999982119,3.0,,,,,,,,,,,0.7328395061728394,0.25203820172373637
UNSW_NB15,TF-IDF/BM25 Selection,0.3,0.1,instruction,13,0.10539260000223294,1.4052346666964393,0.7066666666666667,1.0,0.5769230769230769,0.7317073170731707,0.7040889526542324,0.9013377926421404,0.9013377926421404,0.9554184781882694,0.17891307827134764,0.21870789842941712,0.29333333333333333,3.0,225.0,1.0533333333333332,79.0,0.41333333333333333,31.0,246.44,18483.0,20.973333333333333,1573.0,11.0,825.0,2.0,150.0,1.0,75.0,924.7333333333333,69355.0,53.53333333333333,4015.0,0.3511111111111111,0.13777777777777778,0.41333333333333333,0.5266666666666666,0.7272727272727273,0.7335015499963953,0.08510523183465887,0.08159549999982119,3.0,,,,,,,,,,,0.775609756097561,0.21168890934192364
UNSW_NB15,TF-IDF/BM25 Selection,0.4,0.1,instruction,13,0.11943100002827123,1.592413333710283,0.5866666666666667,1.0,0.40384615384615385,0.5753424657534246,0.5863725315780111,0.7541806020066889,0.7541806020066889,0.9029030154292842,0.27293982527501265,0.3219067001758963,0.41333333333333333,3.0,225.0,1.6933333333333334,127.0,0.38666666666666666,29.0,247.29333333333332,18547.0,19.506666666666668,1463.0,12.0,900.0,3.0,225.0,1.0,75.0,1010.6933333333334,75802.0,52.413333333333334,3931.0,0.5644444444444444,0.1288888888888889,0.38666666666666666,0.5644444444444444,0.75,0.7553230785467402,0.0788806815118348,0.08159549999982119,3.0,,,,,,,,,,,0.60986301369863,0.3680537606616697
UNSW_NB15,TF-IDF/BM25 Selection,0.5,0.1,instruction,13,0.12861969997175038,1.7149293329566717,0.5733333333333334,0.9545454545454546,0.40384615384615385,0.5675675675675675,0.5732574679943101,0.7491638795986622,0.7491638795986622,0.89214388983265,0.27976759748165225,0.31855623923694276,0.4266666666666667,3.0,225.0,1.76,132.0,0.24,18.0,252.70666666666668,18953.0,12.24,918.0,13.0,975.0,4.0,300.0,1.0,75.0,1100.2,82515.0,54.68,4101.0,0.5866666666666667,0.08,0.24,0.44,0.7692307692307692,0.7703084287705266,0.04843560386218541,0.08159549999982119,3.0,,,,,,,,,,,0.6016216216216216,0.3758286588475268
UNSW_NB15,Mutual Information Feature Selection,0.0,0.1,instruction,13,0.09663929999805987,1.2885239999741316,0.92,0.9259259259259259,0.9615384615384616,0.9433962264150944,0.9035162950257289,0.9891304347826088,0.9891304347826088,0.9953596940248313,0.06410547927900677,0.18344094038188746,0.08,3.0,225.0,0.0,0.0,0.0,0.0,261.4,19605.0,0.0,0.0,9.0,675.0,0.0,0.0,1.0,75.0,750.68,56301.0,53.77333333333333,4033.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.6517823839718655,0.0,8.512102999957278,3.0,,,,,,,,,,,1.0,0.0
UNSW_NB15,Mutual Information Feature Selection,0.1,0.1,instruction,13,0.11386270000366494,1.5181693333821993,0.8666666666666667,1.0,0.8076923076923077,0.8936170212765957,0.8575227963525835,0.979933110367893,0.979933110367893,0.9912242831058621,0.1146709547038001,0.23561145318833532,0.13333333333333333,3.0,225.0,0.52,39.0,0.0,0.0,261.4533333333333,19609.0,0.0,0.0,10.0,750.0,1.0,75.0,1.0,75.0,836.9866666666667,62774.0,53.0,3975.0,0.17333333333333334,0.0,0.0,0.52,0.7,0.6876254500270813,0.0,8.512102999957278,3.0,,,,,,,,,,,0.9472340425531914,0.04977920513849865
UNSW_NB15,Mutual Information Feature Selection,0.2,0.1,instruction,13,0.11002610001014546,1.4670146668019395,0.7333333333333333,1.0,0.6153846153846154,0.7619047619047619,0.7294372294372294,0.9515050167224081,0.9515050167224081,0.976858775672436,0.1716617066093022,0.3031170336271609,0.26666666666666666,3.0,225.0,0.9466666666666667,71.0,0.0,0.0,261.48,19611.0,0.0,0.0,11.0,825.0,2.0,150.0,1.0,75.0,924.4133333333333,69331.0,53.24,3993.0,0.31555555555555553,0.0,0.0,0.47333333333333333,0.7272727272727273,0.7171395191184319,0.0,8.512102999957278,3.0,,,,,,,,,,,0.8076190476190476,0.1814914645103325
UNSW_NB15,Mutual Information Feature Selection,0.3,0.1,instruction,13,0.11413739999989048,1.5218319999985397,0.7733333333333333,1.0,0.6730769230769231,0.8045977011494253,0.7673782156540777,0.955685618729097,0.955685618729097,0.9788426082779916,0.17251584290513183,0.3106352869661379,0.22666666666666666,3.0,225.0,0.92,69.0,0.0,0.0,261.4,19605.0,0.0,0.0,11.0,825.0,2.0,150.0,1.0,75.0,924.7333333333333,69355.0,53.53333333333333,4015.0,0.30666666666666664,0.0,0.0,0.46,0.7272727272727273,0.7173239132002018,0.0,8.512102999957278,3.0,,,,,,,,,,,0.8528735632183908,0.13879852526566905
UNSW_NB15,Mutual Information Feature Selection,0.4,0.1,instruction,13,0.12686760001815856,1.691568000242114,0.64,1.0,0.4807692307692308,0.6493506493506493,0.6397438178260095,0.9540133779264215,0.9540133779264215,0.9782445352904984,0.24125564914362713,0.3350820429737455,0.36,3.0,225.0,1.3466666666666667,101.0,0.0,0.0,261.37333333333333,19603.0,0.0,0.0,12.0,900.0,3.0,225.0,1.0,75.0,1010.6933333333334,75802.0,52.413333333333334,3931.0,0.4488888888888889,0.0,0.0,0.4488888888888889,0.75,0.7413920477032268,0.0,8.512102999957278,3.0,,,,,,,,,,,0.6883116883116883,0.294045577064445
UNSW_NB15,Mutual Information Feature Selection,0.5,0.1,instruction,13,0.12900040001841262,1.720005333578835,0.56,1.0,0.36538461538461536,0.5352112676056338,0.558744874309146,0.907190635451505,0.907190635451505,0.955911659114356,0.28500950634835176,0.3667548221272951,0.44,3.0,225.0,1.5866666666666667,119.0,0.0,0.0,261.4533333333333,19609.0,0.0,0.0,13.0,975.0,4.0,300.0,1.0,75.0,1100.2,82515.0,54.68,4101.0,0.5288888888888889,0.0,0.0,0.39666666666666667,0.7692307692307692,0.7623583590862267,0.0,8.512102999957278,3.0,,,,,,,,,,,0.5673239436619718,0.4081849588094606
UNSW_NB15,Embedding Similarity Selection,0.0,0.1,instruction,13,0.5609875999507494,7.479834666009992,0.9066666666666666,0.9245283018867925,0.9423076923076923,0.9333333333333333,0.8888888888888888,0.9565217391304348,0.9565217391304348,0.9791736180979903,0.08755809037048545,0.16977066496490992,0.09333333333333334,3.0,225.0,0.0,0.0,0.6,45.0,241.50666666666666,18113.0,32.38666666666666,2429.0,9.0,675.0,0.0,0.0,1.0,75.0,750.68,56301.0,53.77333333333333,4033.0,0.0,0.2,0.6,0.0,0.6666666666666667,0.6782828013712012,0.13410257825870922,0.8376025999896228,3.0,,,,,,,,,,,1.0,0.0
