method,mean_f1,mean_auroc,mean_auroc_oriented,mean_auprc,mean_f1_macro,min_f1,f1_noise0,f1_noise50,mean_context_reduction,mean_token_reduction,mean_selected_logs,mean_selected_tokens,mean_poison_selected_rate,mean_poison_event_selection_rate,mean_attack_success_rate,mean_ece,mean_brier,mean_latency_per_context_ms,total_eval_seconds,robustness_retention,rank_mean_f1,rank_robustness
SHAP-based Selection,0.6514983351831298,0.793563579277865,0.793563579277865,0.6527686931148425,0.7315848005534865,0.6274509803921569,0.6792452830188679,0.6666666666666666,0.7234071484071484,0.7575025786624804,3.0,104.68,0.0,0.0,0.24444444444444446,0.0847882969829805,0.16814460022947197,1.2120691109966073,0.5454310999484733,0.9814814814814815,1.0,2.0
TeleMin-RAG,0.6083225631051717,0.7962454212454214,0.7962454212454214,0.6749516219747451,0.7090476135923834,0.5217391304347826,0.6545454545454545,0.5217391304347826,0.5417820081153415,0.5660955788641296,4.955555555555557,187.02444444444447,0.0,0.0,0.25555555555555554,0.08832020113152073,0.16915115485259538,7.7391984444370285,3.482639299996663,0.7971014492753623,2.0,7.0
Mutual Information Feature Selection,0.5900600878958259,0.7618393511250655,0.7618393511250655,0.6130529905942642,0.6899444901579453,0.5714285714285714,0.5769230769230769,0.6,0.7234071484071484,0.7289776183293218,3.0,117.34444444444443,0.0,0.0,0.2777777777777778,0.08094384236369888,0.18180336103348935,1.058605333479742,0.476372400065884,1.04,3.0,1.0
Full Context,0.576282501335635,0.804683411826269,0.804683411826269,0.7013004175736941,0.6939902573181516,0.4878048780487805,0.5882352941176471,0.4878048780487805,0.0,0.0,11.0,437.9288888888889,0.0921976171976172,1.0,0.26000000000000006,0.11147519753193524,0.1725404214048033,1.521996666625556,0.6848984999815002,0.8292682926829268,4.0,6.0
TF-IDF/BM25 Selection,0.5486306509370865,0.7089874411302982,0.7089874411302982,0.5273619760411008,0.6331387632312543,0.49122807017543857,0.5806451612903226,0.5283018867924528,0.7234071484071484,0.7187632321918113,3.0,121.67555555555555,0.0,0.0,0.3466666666666667,0.12201406456099574,0.20414369168464874,0.7536866664627774,0.3391589999082498,0.9098532494758909,5.0,4.0
Random-k Selection,0.5366059497610975,0.771193092621664,0.771193092621664,0.6369521013095492,0.661957407309033,0.4782608695652174,0.5882352941176471,0.5581395348837209,0.7234071484071484,0.7198933425521257,3.0,120.82666666666667,0.11037037037037038,0.33111111111111113,0.29111111111111115,0.10545926100379725,0.18271256732140126,0.3857451112061325,0.17358530004275963,0.9488372093023255,6.0,3.0
Embedding Similarity Selection,0.5077664535358877,0.6928309785452642,0.6928309785452642,0.5099430820602354,0.5942877151765719,0.45901639344262296,0.5483870967741935,0.4727272727272727,0.7234071484071484,0.6787813394768217,3.0,139.05777777777777,0.3325925925925926,0.9977777777777778,0.38666666666666666,0.1357215788961009,0.20984180374891917,5.259187777733637,2.3666344999801368,0.8620320855614974,7.0,5.0
