dataset,method,mean_f1,mean_auroc,mean_auprc,mean_f1_macro,min_f1,f1_noise0,f1_noise50,robustness_retention,mean_context_reduction,mean_token_reduction,mean_selected_logs,mean_selected_tokens,mean_poison_selected_rate,mean_poison_event_selection_rate,mean_attack_success_rate,mean_latency_per_context_ms,total_eval_seconds,rank_in_dataset
Apache,TF-IDF/BM25 Selection,0.35416666666666663,0.6486111111111111,0.40522899942783164,0.56875,0.3333333333333333,0.35416666666666663,0.35416666666666663,1.0,0.717948717948718,0.7365216718812256,3.0,131.98913043478262,0.0,0.0,0.30434782608695643,1.0581347843348656,0.0973484001588074,1.0
Apache,Ollama LLM zero-shot Full Context (gpt-oss:20b-cloud),0.33241758241758235,0.3345588235294118,0.21972558339406165,0.19120879120879114,0.2307692307692307,0.3571428571428571,0.30769230769230765,0.8615384615384616,0.0,0.0,11.0,519.1521739130435,0.09401709401709399,1.0,0.782608695652174,944.7128032612534,86.9135779000353,2.0
Apache,Mutual Information Feature Selection,0.3205128205128205,0.5941176470588236,0.38443950883175537,0.5670745920745921,0.3076923076923077,0.3205128205128205,0.3205128205128205,1.0,0.717948717948718,0.7265995730173466,3.0,136.94565217391306,0.0,0.0,0.2826086956521739,1.3082641298356263,0.1203602999448774,3.0
Apache,Ollama LLM few-shot TeleMin-selected context (gpt-oss:20b-cloud),0.29835164835164835,0.5677287581699346,0.35510979358805445,0.550448162948163,0.0,0.14285714285714285,0.45384615384615384,3.176923076923077,0.44611668524712,0.4549357249139152,5.891304347826087,273.2934782608696,0.0,0.0,0.3043478260869565,1610.127769564987,148.1317547999788,4.0
Apache,TeleMin-RAG,0.25757575757575757,0.6262254901960784,0.42085832944288826,0.5440656565656565,0.0,0.34848484848484845,0.16666666666666666,0.4782608695652174,0.44611668524712,0.4549357249139152,5.891304347826087,273.2934782608696,0.0,0.0,0.27173913043478254,11.428103259633012,1.051385499886237,5.0
Apache,Embedding Similarity Selection,0.25,0.4965686274509804,0.25994111560094524,0.49835834896810505,0.0,0.25,0.25,1.0,0.717948717948718,0.7323323947198079,3.0,134.16304347826087,0.3333333333333333,1.0,0.326086956521739,5.935629347653087,0.5460778999840838,6.0
Apache,Ollama LLM few-shot BM25-selected context (gpt-oss:20b-cloud),0.21666666666666667,0.5679738562091503,0.3916036798187828,0.5292397660818713,0.0,0.16666666666666666,0.26666666666666666,1.6,0.717948717948718,0.7365216718812256,3.0,131.98913043478262,0.0,0.0,0.26086956521739124,1440.8486456503972,132.55807539983653,7.0
Apache,Full Context,0.20833333333333331,0.6385620915032679,0.43538924182113037,0.5119965553789083,0.0,0.24999999999999994,0.16666666666666666,0.6666666666666667,0.0,0.0,11.0,519.1521739130435,0.09401709401709399,1.0,0.2934782608695652,1.0854369586171662,0.099860200192779,8.0
Apache,Ollama LLM few-shot Full Context (gpt-oss:20b-cloud),0.14835164835164835,0.3366013071895424,0.2185631294678609,0.2956552068621034,0.0,0.0,0.2967032967032967,,0.0,0.0,11.0,519.1521739130435,0.09401709401709399,1.0,0.6630434782608696,1494.3302793481448,137.47838570002932,9.0
Apache,Random-k Selection,0.1357142857142857,0.3391339869281046,0.22757156458167693,0.4335952650290885,0.0,0.2,0.0714285714285714,0.357142857142857,0.717948717948718,0.7171713454814894,3.0,141.7391304347826,0.11956521739130431,0.358695652173913,0.40217391304347827,0.7056793471312393,0.0649224999360738,10.0
BGL,Full Context,0.5813492063492063,0.8553921568627451,0.679028749028749,0.730293934192928,0.4444444444444444,0.6071428571428572,0.5555555555555556,0.9150326797385621,0.0,0.0,11.0,649.2608695652175,0.09401709401709399,1.0,0.1847826086956521,1.764308695387824,0.1623163999756796,1.0
BGL,TeleMin-RAG,0.5595238095238095,0.7102941176470587,0.5773096804511277,0.7153027329352795,0.5,0.5833333333333333,0.5357142857142857,0.9183673469387756,0.6716833890746935,0.6602865704151376,3.413043478260869,207.64130434782606,0.0,0.0,0.1956521739130434,16.442766304269597,1.5127344999928027,2.0
BGL,Mutual Information Feature Selection,0.5456349206349207,0.6913398692810457,0.6047633115782429,0.6890195999570999,0.4444444444444444,0.6190476190476191,0.4722222222222222,0.7628205128205128,0.717948717948718,0.7184047622869436,3.0,176.75,0.0072463768115942,0.0217391304347826,0.23913043478260865,1.8742163020246865,0.172427899786271,3.0
BGL,TF-IDF/BM25 Selection,0.5166666666666667,0.8240196078431372,0.7037856683077272,0.6732210626185957,0.3333333333333333,0.5333333333333333,0.5,0.9375,0.717948717948718,0.7072109655619817,3.0,185.08695652173915,0.17753623188405793,0.532608695652174,0.24999999999999994,1.9500673907991177,0.1794061999535186,4.0
BGL,Embedding Similarity Selection,0.5138888888888888,0.8099673202614379,0.705855030531804,0.6615810359231412,0.5,0.5,0.5277777777777778,1.0555555555555556,0.717948717948718,0.7252858780602331,3.0,172.9021739130435,0.3333333333333333,1.0,0.26086956521739124,14.012776086177759,1.2891753999283537,5.0
BGL,Ollama LLM few-shot TeleMin-selected context (gpt-oss:20b-cloud),0.5117774382480265,0.6919117647058824,0.4585736993185842,0.649305015008329,0.3636363636363636,0.5476190476190476,0.47593582887700536,0.869100209253662,0.6716833890746935,0.6602865704151376,3.413043478260869,207.64130434782606,0.0,0.0,0.2934782608695652,554.9901663059997,51.05909530015197,6.0
BGL,Random-k Selection,0.4725274725274725,0.7578431372549019,0.5870221213971214,0.6521827952749005,0.4285714285714285,0.46428571428571425,0.4807692307692307,1.0355029585798816,0.717948717948718,0.724759841063781,3.0,172.3586956521739,0.1159420289855072,0.34782608695652173,0.24999999999999994,1.6215130441275467,0.1491792000597342,7.0
BGL,Ollama LLM few-shot BM25-selected context (gpt-oss:20b-cloud),0.427062937062937,0.4566993464052287,0.2854553804814186,0.38585289710289705,0.3636363636363636,0.4323076923076923,0.42181818181818176,0.9757360077644774,0.717948717948718,0.7072109655619817,3.0,185.08695652173915,0.17753623188405793,0.532608695652174,0.6086956521739131,987.0033945645328,90.80431229993701,8.0
BGL,Ollama LLM few-shot Full Context (gpt-oss:20b-cloud),0.34355921855921856,0.32385620915032676,0.2073004928458219,0.3685977910977911,0.1904761904761904,0.32600732600732596,0.3611111111111111,1.107677902621723,0.0,0.0,11.0,649.2608695652175,0.09401709401709399,1.0,0.6195652173913044,1228.2031826097923,112.99469280010089,9.0
