method,f1_mean,f1_std,f1_ci95,f1_macro_mean,f1_macro_std,f1_macro_ci95,auroc_mean,auroc_std,auroc_ci95,auprc_mean,auprc_std,auprc_ci95,context_reduction_mean,context_reduction_std,context_reduction_ci95,token_reduction_mean,token_reduction_std,token_reduction_ci95,poison_event_selection_rate_mean,poison_event_selection_rate_std,poison_event_selection_rate_ci95,attack_success_rate_mean,attack_success_rate_std,attack_success_rate_ci95,latency_per_context_ms_mean,latency_per_context_ms_std,latency_per_context_ms_ci95,rank_f1
Embedding Similarity Selection,0.8782270413910745,0.07770617740588139,0.021983204397061393,0.8999194218252491,0.0460479157905308,0.013027030522869246,0.9616750134476179,0.02733095729683814,0.007731972420744437,0.9534440176783586,0.04198258756225082,0.011876942532867849,0.7234071484071484,0.033528003527961515,0.009485126912507058,0.7215407666593529,0.032845551578065645,0.00929206014218619,0.5486111111111112,0.32967627457930393,0.09326595607815912,0.07305555555555555,0.040887514109892796,0.011567144466142203,7.5123100556083955,1.9651491072392153,0.5559438893705337,1.0
TeleMin-RAG,0.8384337596888107,0.07766195495385975,0.02197069379321772,0.8607191058506128,0.05117538660666476,0.014477600384288124,0.9070171273996227,0.042612610675458816,0.012055177099730944,0.912396113960495,0.06556745816741767,0.01854914091528868,0.8131257122507122,0.06480322189691438,0.018332937227203902,0.8074296506139623,0.06863035092505694,0.019415638274768453,0.2822222222222222,0.29431599856853924,0.08326247629017623,0.11055555555555556,0.05514362649433933,0.015600221924293507,8.327548666744002,0.6743131889393341,0.19076430156459737,2.0
Full Context,0.8292257283169606,0.09046923977256428,0.025593895568674686,0.8552717692200821,0.07756454696754807,0.02194313691492977,0.9702700490466384,0.010033757474711963,0.0028385663637141025,0.9493735943968143,0.03849061286123658,0.010889057191387221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1175,0.08440166267283208,0.02387736810546368,1.1578212222795832,0.25434218303052375,0.07195381864108548,3.0
Mutual Information Feature Selection,0.7643919326220975,0.1709475011689094,0.04836132705041021,0.8018799888258061,0.14971233013367025,0.04235386251080351,0.942318739086481,0.032346085041674605,0.009150760243960268,0.9258575351474555,0.058032565252550274,0.01641750741345897,0.7234071484071484,0.033528003527961515,0.009485126912507058,0.723122584301728,0.0381671488581634,0.010797548697055967,0.0005555555555555556,0.0026925458203127845,0.000761725606539864,0.17,0.1580615435096185,0.04471586859996494,1.4310430555552658,0.34997718512129183,0.09900911679960261,4.0
Random-k Selection,0.7570814587593642,0.13029183601813388,0.03685977303315728,0.8057771512139862,0.0646360745940132,0.018285650982444984,0.9213077490715063,0.037335023507247725,0.010562139077334136,0.8611638180758616,0.1150395048811139,0.03254486366417067,0.7234071484071484,0.033528003527961515,0.009485126912507058,0.7244690682829956,0.03382270035150967,0.009568497124805437,0.28777777777777774,0.05846472874722168,0.016539767171350375,0.14500000000000002,0.06135583922571834,0.017357667043728705,0.5915617778211729,0.1397066446884727,0.03952323777004987,5.0
TF-IDF/BM25 Selection,0.7422333160485809,0.11798791590000465,0.0333789739529354,0.7829240809966184,0.1257745333996669,0.035581820750593664,0.9318678339739536,0.06151660445984765,0.017403147790817138,0.9316268134709539,0.03656187286913075,0.010343413500104062,0.7234071484071484,0.033528003527961515,0.009485126912507058,0.7145688068217897,0.032488567463542076,0.009191068753624054,0.5297222222222222,0.1424869175419511,0.04030978149743429,0.18972222222222224,0.14355801840834312,0.040612797680469215,1.038327111067095,0.2152005369505517,0.06088058308969498,6.0
