dataset,method,mean_f1,mean_auroc,mean_auprc,mean_f1_macro,min_f1,f1_noise0,f1_noise50,robustness_retention,mean_context_reduction,mean_token_reduction,mean_selected_logs,mean_selected_tokens,mean_poison_selected_rate,mean_poison_event_selection_rate,mean_attack_success_rate,mean_latency_per_context_ms,total_eval_seconds,rank_in_dataset
BGL,Embedding Similarity Selection,0.8763449714536672,0.943548387096774,0.8965328034881604,0.9270223495459394,0.8181818181818182,0.9166666666666666,0.8181818181818182,0.8925619834710745,0.7234071484071484,0.727792240985336,3.0,172.34666666666666,0.3285185185185185,0.9855555555555555,0.03777777777777778,6.974293444525554,6.2768641000729986,1.0
BGL,Mutual Information Feature Selection,0.8313247380638685,0.9366211745244004,0.8828982353587032,0.9005950810675666,0.7272727272727273,0.8333333333333333,0.7900432900432901,0.9480519480519483,0.7234071484071484,0.7287519910431269,3.0,170.81222222222223,0.00037037037037037035,0.0011111111111111111,0.051111111111111114,2.0285972223306694,1.8257375000976026,2.0
BGL,Full Context,0.8177481335090032,0.9687758478081059,0.9131098036966593,0.8928634766820265,0.6956521739130435,0.875,0.7847826086956522,0.8968944099378883,0.0,0.0,11.0,640.6411111111112,0.0921976171976172,1.0,0.05444444444444444,1.8343244443207771,1.6508919998886995,3.0
BGL,TeleMin-RAG,0.8063241106719369,0.9332092638544252,0.881674563176105,0.8861837088792756,0.782608695652174,0.8003952569169961,0.8003952569169961,1.0,0.8261710696710697,0.8081276941955831,1.8811111111111105,120.69777777777779,0.0,0.0,0.05777777777777778,10.245281333271931,9.220753199944738,4.0
BGL,TF-IDF/BM25 Selection,0.7833262751741011,0.9422043010752689,0.881021792932085,0.8723464244206247,0.7272727272727273,0.8079710144927537,0.7549407114624507,0.9343660823481452,0.7234071484071484,0.7043293157567643,3.0,187.48666666666668,0.2103703703703704,0.6311111111111111,0.06555555555555555,1.8045128887752073,1.6240615998976864,5.0
BGL,Random-k Selection,0.5270530571403839,0.8875103391232425,0.7399727837999363,0.7283584550153596,0.375,0.5813397129186603,0.5222222222222221,0.8983081847279377,0.7234071484071484,0.7245546298683276,3.0,173.9,0.09000000000000001,0.26999999999999996,0.12222222222222222,1.3156677776714787,1.1841009999043308,6.0
UNSW_NB15,Full Context,0.9513716240263587,0.9742797385620916,0.9842856845218586,0.9165951582561961,0.9345794392523364,0.9439252336448598,0.9574047447879224,1.0142802741812642,0.0,0.0,11.0,924.6088888888889,0.0921976171976172,1.0,0.06888888888888887,2.2696008888306096,2.0426407999475487,1.0
UNSW_NB15,Embedding Similarity Selection,0.9499405022919872,0.9550035947712417,0.9756127710636561,0.9195858268448722,0.9090909090909091,0.9619047619047618,0.90999099909991,0.9460302465890155,0.7234071484071484,0.730173135010773,3.0,245.42000000000004,0.15962962962962962,0.478888888888889,0.06888888888888887,9.345712888882392,8.411141599994153,2.0
UNSW_NB15,TF-IDF/BM25 Selection,0.8643298215669545,0.8928897603485838,0.9539735515318969,0.8257568067283584,0.6923076923076923,0.961901306240929,0.7075996292863762,0.7356260197334035,0.7234071484071484,0.7280758491445489,3.0,247.9822222222222,0.122962962962963,0.3688888888888889,0.16333333333333333,2.1006817778106783,1.89061360002961,3.0
UNSW_NB15,Mutual Information Feature Selection,0.8622500226723345,0.9179633986928102,0.9619472888030853,0.7996636814792494,0.6027397260273972,0.9204968944099379,0.735713297357133,0.7992566860627424,0.7234071484071484,0.7130177412614654,3.0,261.3533333333334,0.0,0.0,0.17333333333333334,2.4247028891436964,2.1822326002293266,4.0
UNSW_NB15,Random-k Selection,0.8616420933631798,0.9329824618736384,0.9632437272165907,0.6368732742170847,0.8,0.8766355140186917,0.8444444444444444,0.9632788438758587,0.7234071484071484,0.7245372898320067,3.0,251.0288888888889,0.10185185185185185,0.3055555555555555,0.22111111111111115,1.5657956667322044,1.409216100058984,5.0
UNSW_NB15,TeleMin-RAG,0.8408725372774737,0.888545697167756,0.9559465635263346,0.7277682026771269,0.7843137254901961,0.8859649122807017,0.7980974568045041,0.900822872036767,0.8738562980229646,0.8690812143717589,1.3499999999999999,117.58555555555556,0.0,0.0,0.22444444444444447,9.634152888902465,8.670737600012217,6.0
