method,f1_mean,f1_std,f1_ci95,f1_macro_mean,f1_macro_std,f1_macro_ci95,auroc_mean,auroc_std,auroc_ci95,auprc_mean,auprc_std,auprc_ci95,context_reduction_mean,context_reduction_std,context_reduction_ci95,token_reduction_mean,token_reduction_std,token_reduction_ci95,poison_event_selection_rate_mean,poison_event_selection_rate_std,poison_event_selection_rate_ci95,attack_success_rate_mean,attack_success_rate_std,attack_success_rate_ci95,latency_per_context_ms_mean,latency_per_context_ms_std,latency_per_context_ms_ci95,rank_f1
Embedding Similarity Selection,0.9131427368728273,0.049476394030053175,0.019794680215463975,0.9233040881954059,0.027762564341226533,0.01110733904257476,0.9492759909340079,0.035156768518069495,0.01406563683282092,0.9360727872759083,0.05105075004820833,0.020424553805397445,0.7234071484071484,0.033890478965285464,0.013559015498567716,0.7289826879980543,0.03286332660114639,0.013148068965796135,0.7322222222222221,0.2792375171467592,0.11171827422836732,0.05333333333333332,0.02666666666666667,0.010668888657455623,8.160003166703973,1.3888726793675552,0.555664799083294,1.0
Full Context,0.8845598787676808,0.08807462544665003,0.03523718896640313,0.9047293174691114,0.03603603310281723,0.014417415931137824,0.9715277931850986,0.008768655416231418,0.0035081928116763063,0.9486977441092589,0.04042177616560017,0.01617207859677681,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06166666666666667,0.01918634780329455,0.007676137817121292,2.0519626665756934,0.27383998966091433,0.109558813486916,2.0
Mutual Information Feature Selection,0.8467873803681015,0.08329432459685654,0.0333246703095686,0.8501293812734079,0.08767396532944108,0.035076891534653674,0.9272922866086054,0.06128081759695764,0.024517433241742055,0.9224227620808941,0.04970123299788707,0.019884634537226862,0.7234071484071484,0.033890478965285464,0.013559015498567716,0.7208848661522963,0.03907907699243202,0.015634887047564733,0.0005555555555555556,0.0027216552697590865,0.0010888888888888888,0.11222222222222222,0.08982358806363058,0.03593691974490129,2.2266500557371827,0.26676009528423816,0.1067262658064921,3.0
TF-IDF/BM25 Selection,0.8238280483705278,0.07938779623417945,0.03176173345437132,0.8490516155744916,0.06961831541901073,0.027853127089689424,0.9175470307119262,0.0676460930040935,0.02706407378897104,0.917497672231991,0.05362072975217713,0.021452759829656092,0.7234071484071484,0.033890478965285464,0.013559015498567716,0.7162025824506566,0.03135654462598976,0.012545230623645869,0.5,0.1587389921627646,0.0635088237367971,0.11444444444444445,0.08237223552378062,0.03295575784758472,1.9525973332929425,0.22933996068917836,0.09175509394867849,4.0
TeleMin-RAG,0.8235983239747052,0.030513758695673333,0.012208046026672765,0.8069759557782014,0.08411952408886375,0.03365481886583412,0.9108774805110905,0.04461002198010386,0.017847725906714098,0.9188105633512196,0.04451910741554636,0.017811352505466414,0.8500136838470173,0.04142459574061933,0.016573289986379174,0.8386044542836709,0.05270338569994218,0.02108574577138582,0.0,0.0,0.0,0.1411111111111111,0.08895890961924006,0.03559097631811237,9.939717111087196,1.59626257817332,0.6386380392972825,5.0
Random-k Selection,0.6943475752517818,0.18724538204286564,0.07491375497392777,0.682615864616222,0.17317858785429752,0.06928586518773362,0.9102464004984402,0.047638875388566045,0.019059519648263027,0.8516082555082635,0.12639902029797323,0.0505701402738956,0.7234071484071484,0.033890478965285464,0.013559015498567716,0.724545959850167,0.03411334022655996,0.013648178572915129,0.2877777777777778,0.05909679823811761,0.02364364351554736,0.17166666666666663,0.09577045826521088,0.03831616334643882,1.4407317222018416,0.18559736367574253,0.07425441030651733,6.0
