method,f1_mean,f1_std,f1_ci95,f1_macro_mean,f1_macro_std,f1_macro_ci95,auroc_mean,auroc_std,auroc_ci95,auprc_mean,auprc_std,auprc_ci95,context_reduction_mean,context_reduction_std,context_reduction_ci95,token_reduction_mean,token_reduction_std,token_reduction_ci95,poison_event_selection_rate_mean,poison_event_selection_rate_std,poison_event_selection_rate_ci95,attack_success_rate_mean,attack_success_rate_std,attack_success_rate_ci95,latency_per_context_ms_mean,latency_per_context_ms_std,latency_per_context_ms_ci95,rank_f1
Full Context,0.6001340225376629,0.11601343820075743,0.029355450120402728,0.7160299307157884,0.06950879690590443,0.017588152304990123,0.8206073027501599,0.06449053820411883,0.01631835765623035,0.7005682769212963,0.12093387367721964,0.030600492077955913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23377777777777778,0.04973552147784262,0.012584823298043548,1.0606314221966184,0.5208010302123015,0.13178084282439406,1.0
TeleMin-RAG,0.5912854723328261,0.16403014692716858,0.04150535378522546,0.7207531483692887,0.07819838508939853,0.019786921485901582,0.7381491010459265,0.09370034461633114,0.023709458449885822,0.5889244089971026,0.10661573953737823,0.026977504266561095,0.8850384183717517,0.026034619757916048,0.006587667718153759,0.8888513557313696,0.02476086086538776,0.00626536224893451,0.0,0.0,0.0,0.2086666666666667,0.03044676747566996,0.0077040951274358,7.617245600015547,2.816310256971553,0.7126248179029251,2.0
TF-IDF/BM25 Selection,0.5748727380079279,0.05542544334985597,0.014024572177943445,0.6550325182341168,0.04573994521041516,0.01157380300901667,0.7543114586765381,0.0535372077774974,0.013546782656146651,0.5531179142828127,0.10893228951721946,0.027563672286743134,0.7234071484071484,0.03345689421455367,0.008465762281774257,0.7298143269340063,0.0348308917011965,0.008813431614829493,0.0,0.0,0.0,0.32555555555555554,0.0450848401605665,0.011408038560408762,0.9048851555497903,0.42456156935145223,0.10742889931914017,3.0
Embedding Similarity Selection,0.560269562871843,0.055982489794486216,0.014165524376013757,0.5977899958620875,0.09295878179958111,0.023521817167842442,0.7134219689775246,0.07077779232425892,0.017909252448941218,0.5237749898034503,0.09902892001607322,0.025057774056990313,0.7234071484071484,0.03345689421455367,0.008465762281774257,0.7087726598627191,0.04393959055641296,0.011118250427658459,0.9984444444444444,0.004965669966600696,0.00125648786278258,0.3922222222222223,0.1013741121239244,0.025651189535511473,6.5026880000304015,2.5757809599279984,0.6517625084035803,4.0
Random-k Selection,0.5532702960176851,0.12013971212392005,0.030399541479240916,0.6736206217338185,0.07670819668037805,0.019409851793032874,0.7397265506392491,0.08565396998636013,0.02167344475385655,0.5816171166423423,0.1325789534444849,0.03354710381154243,0.7234071484071484,0.03345689421455367,0.008465762281774257,0.7233610111245442,0.03326845796005467,0.008418081330708494,0.2711111111111111,0.06189313025798949,0.015661122765277525,0.27844444444444444,0.0633094414247125,0.016019498936646222,0.5094798445675729,0.19395710870322463,0.0490779199232272,5.0
Mutual Information Feature Selection,0.5461726250581885,0.18497369582361287,0.046804802836204216,0.6887429966705814,0.09089033613941534,0.022998428202344448,0.7391125776046412,0.10340038148396326,0.026163906424620385,0.6283710092681318,0.12146991902482562,0.03073613026528979,0.7234071484071484,0.03345689421455367,0.008465762281774257,0.73342618776174,0.03463512507220125,0.008763895823098496,0.0,0.0,0.0,0.23622222222222222,0.03575111006226581,0.009046278986799482,1.1119044221575476,0.5111634765905163,0.1293422052922709,6.0
