dataset,method,noise_level,poison_rate,poison_strategy,seed,eval_seconds,latency_per_context_ms,accuracy,precision,recall,f1,f1_macro,auroc,auroc_oriented,auprc,brier,ece,attack_success_rate,avg_selected_logs,sum_selected_logs,avg_selected_noise,sum_selected_noise,avg_selected_poison,sum_selected_poison,avg_selected_tokens,sum_selected_tokens,avg_selected_poison_tokens,sum_selected_poison_tokens,avg_total_logs,sum_total_logs,avg_total_noise,sum_total_noise,avg_total_poison,sum_total_poison,avg_total_tokens,sum_total_tokens,avg_total_poison_tokens,sum_total_poison_tokens,noise_selected_rate,poison_selected_rate,poison_event_selection_rate,noise_event_selection_rate,context_reduction,token_reduction,poison_token_selected_rate,selector_fit_seconds,train_avg_selected_logs,telemin_stop_threshold,telemin_min_k,telemin_max_k,telemin_use_poison_penalty,telemin_use_stability,telemin_use_rarity,telemin_use_semantic,telemin_use_redundancy,telemin_adaptive_k,relative_f1,f1_drop_from_noise0
UNSW_NB15,Full Context,0.0,0.1,instruction,2,0.19166750001022592,2.555566666803012,0.9466666666666667,0.9259259259259259,1.0,0.9615384615384616,0.9372909698996655,0.9743999999999999,0.9743999999999999,0.985482874985272,0.07104413512708674,0.15831254082042806,0.05333333333333334,9.0,675.0,0.0,0.0,1.0,75.0,750.9466666666667,56321.0,54.093333333333334,4057.0,9.0,675.0,0.0,0.0,1.0,75.0,750.9466666666667,56321.0,54.093333333333334,4057.0,0.0,0.1111111111111111,1.0,0.0,0.0,0.0,0.07203352213206442,2.500019036233425e-06,8.0,,,,,,,,,,1.0,0.0
UNSW_NB15,Full Context,0.1,0.1,instruction,2,0.23357059998670593,3.1142746664894125,0.8933333333333333,0.9565217391304348,0.88,0.9166666666666666,0.8842592592592593,0.968,0.968,0.9810119203737391,0.10305642135451858,0.21982822105773026,0.10666666666666667,10.0,750.0,1.0,75.0,1.0,75.0,837.0933333333334,62782.0,53.13333333333333,3985.0,10.0,750.0,1.0,75.0,1.0,75.0,837.0933333333334,62782.0,53.13333333333333,3985.0,0.1,0.1,1.0,1.0,0.0,0.0,0.06347360708483324,2.500019036233425e-06,8.0,,,,,,,,,,0.9533333333333333,0.044871794871794934
UNSW_NB15,Full Context,0.2,0.1,instruction,2,0.22461210004985332,2.994828000664711,0.8533333333333334,0.975609756097561,0.8,0.8791208791208791,0.8463401005773887,0.9752,0.9752,0.986623361669983,0.12902490947870857,0.2685689255872258,0.14666666666666667,11.0,825.0,2.0,150.0,1.0,75.0,924.1466666666666,69311.0,53.08,3981.0,11.0,825.0,2.0,150.0,1.0,75.0,924.1466666666666,69311.0,53.08,3981.0,0.18181818181818182,0.09090909090909091,1.0,1.0,0.0,0.0,0.05743677049818932,2.500019036233425e-06,8.0,,,,,,,,,,0.9142857142857143,0.08241758241758246
UNSW_NB15,Full Context,0.3,0.1,instruction,2,0.24213279999094084,3.2284373332125447,0.8266666666666667,0.9512195121951219,0.78,0.8571428571428571,0.8184019370460048,0.9583999999999999,0.9583999999999999,0.9718192444837284,0.13268325475721235,0.26955651658692303,0.17333333333333334,11.0,825.0,2.0,150.0,1.0,75.0,924.04,69303.0,53.026666666666664,3977.0,11.0,825.0,2.0,150.0,1.0,75.0,924.04,69303.0,53.026666666666664,3977.0,0.18181818181818182,0.09090909090909091,1.0,1.0,0.0,0.0,0.05738568315945919,2.500019036233425e-06,8.0,,,,,,,,,,0.8914285714285713,0.10439560439560447
UNSW_NB15,Full Context,0.4,0.1,instruction,2,0.27562330005457625,3.674977334061017,0.76,0.9705882352941176,0.66,0.7857142857142857,0.7564935064935066,0.9648000000000001,0.9648000000000001,0.977775671748706,0.15663132807869784,0.29960601188543423,0.24,12.0,900.0,3.0,225.0,1.0,75.0,1011.8133333333334,75886.0,53.8,4035.0,12.0,900.0,3.0,225.0,1.0,75.0,1011.8133333333334,75886.0,53.8,4035.0,0.25,0.08333333333333333,1.0,1.0,0.0,0.0,0.05317186305774451,2.500019036233425e-06,8.0,,,,,,,,,,0.8171428571428571,0.17582417582417587
UNSW_NB15,Full Context,0.5,0.1,instruction,2,0.2604507000069134,3.4726760000921786,0.6533333333333333,1.0,0.48,0.6486486486486487,0.653271692745377,0.9743999999999999,0.9743999999999999,0.9853652783333715,0.18090830404770059,0.33456895902818523,0.3466666666666667,13.0,975.0,4.0,300.0,1.0,75.0,1098.3333333333333,82375.0,53.026666666666664,3977.0,13.0,975.0,4.0,300.0,1.0,75.0,1098.3333333333333,82375.0,53.026666666666664,3977.0,0.3076923076923077,0.07692307692307693,1.0,1.0,0.0,0.0,0.04827921092564492,2.500019036233425e-06,8.0,,,,,,,,,,0.6745945945945946,0.3128898128898129
UNSW_NB15,Random-k Selection,0.0,0.1,instruction,2,0.12141919997520745,1.6189226663360994,0.92,0.9074074074074074,0.98,0.9423076923076923,0.9059364548494984,0.9704,0.9704,0.984223694941555,0.08809176995296991,0.18548122091674932,0.08,3.0,225.0,0.0,0.0,0.37333333333333335,28.0,248.62666666666667,18647.0,19.813333333333333,1486.0,9.0,675.0,0.0,0.0,1.0,75.0,750.9466666666667,56321.0,54.093333333333334,4057.0,0.0,0.12444444444444444,0.37333333333333335,0.0,0.6666666666666667,0.6689156797642087,0.07969110312650829,7.00005330145359e-07,3.0,,,,,,,,,,1.0,0.0
UNSW_NB15,Random-k Selection,0.1,0.1,instruction,2,0.12418969999998808,1.6558626666665077,0.84,0.9318181818181818,0.82,0.8723404255319149,0.8290273556231003,0.9312,0.9312,0.9510889399332453,0.12337286156589836,0.20826079751836124,0.16,3.0,225.0,0.3333333333333333,25.0,0.29333333333333333,22.0,251.77333333333334,18883.0,16.026666666666667,1202.0,10.0,750.0,1.0,75.0,1.0,75.0,837.0933333333334,62782.0,53.13333333333333,3985.0,0.1111111111111111,0.09777777777777778,0.29333333333333333,0.3333333333333333,0.7,0.6992290783982671,0.06365513954350474,7.00005330145359e-07,3.0,,,,,,,,,,0.9257490230134607,0.06996726677577736
UNSW_NB15,Random-k Selection,0.2,0.1,instruction,2,0.11845110001740977,1.5793480002321303,0.7866666666666666,0.9047619047619048,0.76,0.8260869565217391,0.775112443778111,0.9239999999999999,0.9239999999999999,0.9488757793533653,0.1422295938386169,0.20944064255585074,0.21333333333333335,3.0,225.0,0.49333333333333335,37.0,0.4266666666666667,32.0,246.92,18519.0,22.72,1704.0,11.0,825.0,2.0,150.0,1.0,75.0,924.1466666666666,69311.0,53.08,3981.0,0.16444444444444445,0.14222222222222222,0.4266666666666667,0.24666666666666667,0.7272727272727273,0.7328129734097041,0.0920136076462012,7.00005330145359e-07,3.0,,,,,,,,,,0.8766637089618456,0.11622073578595316
UNSW_NB15,Random-k Selection,0.3,0.1,instruction,2,0.12311029998818412,1.6414706665091217,0.7333333333333333,0.8947368421052632,0.68,0.7727272727272727,0.7250733137829912,0.9016000000000001,0.9016000000000001,0.9283599870957988,0.16284501464042475,0.23830459969095086,0.26666666666666666,3.0,225.0,0.6266666666666667,47.0,0.36,27.0,249.34666666666666,18701.0,19.4,1455.0,11.0,825.0,2.0,150.0,1.0,75.0,924.04,69303.0,53.026666666666664,3977.0,0.2088888888888889,0.12,0.36,0.31333333333333335,0.7272727272727273,0.7301559817035337,0.07780332602534624,7.00005330145359e-07,3.0,,,,,,,,,,0.8200371057513914,0.16958041958041958
